strengths,weaknesses,review_id,submission_id,type,review_text
"['Innovation', 'Efficiency', 'Theoretical Contributions']","['Scalability', 'Comparative Analysis', 'Reproducibility']",2B2QiavvKp,8NuN5UzXLC,ai,"This paper addresses a core problem in generative model distillation: existing data-free methods (e.g., SiD, FGM) cannot leverage real data to improve the student model, and the only current way to do so relies on complex and unstable GANs.The paper's contributions are twofold:
1. **Theoretical Unification (UID)**: It introduces a general min-max distillation framework (UID) and demonstrates that recent methods like SiD and FGM are special cases of this unified structure. 
2. **Methodological Innovation (RealUID)**: This is the paper's main contribution. The authors propose RealUID, a novel, non-adversarial (GAN-free) mechanism to integrate real-data supervision. This is achieved by cleverly redesigning the inner loss function of the min-max game ($\mathcal{L}_{R-UM}^{\alpha,\beta}$) to include terms from both the generated distribution ($p_0^\theta$) and the real-data distribution ($p_0^*$).

Experiments (on CIFAR-10) show that RealUID not only outperforms the data-free baseline in FID but also achieves comparable or superior results to GAN-based methods, all while significantly accelerating convergence and avoiding the complexities of adversarial training.
1. **Significant Methodological Innovation (GAN-free Supervision)**: The paper's strongest contribution is RealUID, a novel and elegant non-adversarial method to incorporate real-data supervision into the distillation process. This directly addresses a major pain point of previous work, avoiding the need for extra discriminator architectures and the instability of adversarial training.
2. **Clever Loss Function Design ($\mathcal{L}_{R-UM}^{\alpha,\beta}$)**: The mechanism of innovation is particularly commendable. Instead of simply adding a new top-level loss, the authors redesigned the inner-loop loss of the min-max game (Eq. 17). The ""fake model"" $f$ is forced to optimize on both $p_0^\theta$ (generated data) and $p_0^*$ (real data) during its $\max_f$ step. This allows $f$ to serve as a ""bridge,"" passing the supervisory signal from the real data to the student generator $G_\theta$ in a natural, non-adversarial way.
3. **Strong Theoretical Unification (UID)**: Prior to RealUID, the paper's UID framework is a valuable theoretical contribution in its own right. It unifies seemingly separate works (SiD, FGM) under a single min-max perspective using a clear and general mathematical derivation (the linearization technique). It clarifies the underlying game structure: the ""fake model"" $f$ (the $\max_f$ player) tries to approximate the ""theoretical student function"" $f^\theta$, while the generator $G_\theta$ (the $\min_\theta$ player) tries to minimize the distance between $f^\theta$ and the teacher $f^*$.
4. **Excellent Empirical Efficiency**: The experimental results strongly support the practical utility of this new method. RealUID not only achieves strong FID scores but also demonstrates significantly faster convergence (approx. 3x) compared to the data-free baseline (Fig. 2), proving that this GAN-free supervision is both effective and efficient。
1. **Severely Limited Experimental Scope (Main Flaw)**: All experiments are conducted exclusively on the CIFAR-10 (32x32) dataset. While resource constraints are mentioned, this leaves the scalability of RealUID to higher resolutions (e.g., 256x256 or 512x512) completely unknown. The need for distillation is most acute for these larger, slower models.
2. **Not State-of-the-Art (SOTA) Performance**： While the results are strong, the best-reported FID (e.g., 1.91 for conditional generation) still lags behind SOTA adversarial distillation methods (e.g., $SiD^2A$ @ 1.39). The authors hypothesize this is due to their lightweight architecture and teacher model, but this is unproven. It is unclear if the performance gap is due to the architecture or an inherent ceiling of the RealUID method itself compared to adversarial approaches.
3. **New Hyperparameter Sensitivity**: RealUID avoids GAN instability but introduces new hyperparameters $\alpha$ and $\beta$. The fine-tuning ablation (Table 6) shows high sensitivity to these, with many configurations failing to converge (marked with ""-""). This may offset the claimed simplicity, as tuning $\alpha$ and $\beta$ could be as difficult as tuning a GAN.
1. **On Scalability (W1)**: Can the authors provide even preliminary results on a single higher-resolution dataset (e.g., FFHQ-64 or CelebA-256)? How does RealUID converge, and are the $\alpha, \beta$ hyperparameters stable across different resolutions?
2. **On $K=5$ (W3)**: The experimental details state the fake model $f$ is updated 5 times for every 1 generator update ($K=5$). How critical is this ratio? Does the RealUID framework become unstable at $K=1$? This seems to hide a 5x computational cost for the fake model's training loop relative to the generator's.
3. **On $\mathcal{L}_{R-UM}^{\alpha,\beta}$ Coefficient Design (S2)**: The specific coefficients $\frac{\beta}{\alpha}$ and $\frac{1-\beta}{1-\alpha}$ in Eq. 17 are clearly deliberate. The paper claims this is to ensure $f=f^\*$ is the optimal solution when $p_0^\theta = p_0^*$.
Is this specific mathematical form the only one that satisfies this property? Would the framework fail if simpler, unscaled $L_2$ losses were used (e.g., setting $\beta/\alpha = 1$ and $(1-\beta)/(1-\alpha) = 1$)? This seems highly relevant given the hyperparameter sensitivity seen in (W3).
4. **On ""Correcting"" the Teacher (S2)**: A potential benefit of RealUID is that the fake model $f$ sees both the teacher $f^\*$ and the real data $p_0^\*$. If the teacher $f^\*$ is flawed (e.g., suffers from mode collapse) but $p_0^\*$ is complete, $f$ faces a conflict during its training: should it match $f^\*$ or the function implied by $p_0^\*$?  Can RealUID truly ""correct"" a flawed teacher, or would this conflict lead to training instability?"
"['Innovation', 'Significance and Impact', 'Relevance']","['Novelty', 'Comparative Analysis', 'Generalizability']",wSe0OAD4uU,naYMDn0l19,ai,"The paper  introduces the auction mechanism designed for diffusion-based image generation, enabling multiple agents to bid for and share influence over a single generated image. Motivated by the limitations of traditional winner-take-all online ad auctions, this work allows fractional allocation of image content creation according to agents' bids and preferences.
Key contributions include:
A generative auction framework where agent bids dynamically control the composition of a diffusion model's score function.
An allocation and pricing mechanism inspired by Vickrey-Clarke-Groves (VCG) auctions.
Experiments on a dataset of 20 prompts with up to 3 agents, demonstrating bid monotonicity, welfare improvement.
Preservation of image quality when blending multiple agents' inputs, validated via CLIP alignment scores.
It pioneers the task of a generative auction specifically for diffusion-based image generation, bridging auction theory and controllable image synthesis in a new domain. While it builds on known diffusion and VCG auction concepts, their combination to enable multi-agent fractional influence over a continuous visual output is creative.
The problem is timely and important, responding to the technological and economic shift caused by generative AI in advertising and content creation. The results demonstrate meaningful incentives for adopting multi-agent auctions in visual media, potentially impacting online ad platforms and extending to dynamic media applications.
The paper exhibits several weaknesses and areas for improvement:
The core auction mechanism primarily adapts existing concepts from classifier-free guidance in diffusion models and classical VCG auction theory without substantial original algorithmic contributions. 
The evaluation compares against only a single-winner VCG baseline, which is a minimal comparative standard. Metrics rely heavily on CLIP-based alignment scores as proxies for semantic accuracy and image quality, which cannot fully capture compositional quality. There is no use of stronger quantitative metrics like FID, human preference score.
Experimental validation uses just 20 base prompts with up to 3 agents, limiting claims about generalizability. The dataset represents a narrow range of scenarios without stress tests on complex or larger-scale settings.
No Human Validation: Given the intended application in advertising, a lack of human studies or user feedback evaluation reduces the practical impact and reliability of semantic alignment and image quality claims.
Could the authors please provide a detailed explanation of the single-winner VCG baseline used in the experiments? Specifically, how is the baseline implemented in terms of image generation sampling, prompt conditioning, and image selection? Additionally, how does this baseline relate theoretically and practically to classical single-winner VCG auctions that allocate a discrete good to one highest bidder? Lastly, what hypotheses or advantages is this baseline intended to demonstrate with respect to the multi-agent generative auction, and why is it considered a strong or relevant comparator in this context?
Is it feasible to add standard image quality metrics (e.g., FID, IS,Pickscore) to complement CLIP alignment?


Can we try a simpler baseline or alternative approach where the bidding mechanism only changes the prompt given to the diffusion model according to the bid weights, without modifying the internal diffusion score composition or guidance.
Human-Centric Validation: Are there plans to conduct human studies or ad platform experiments to validate semantic fidelity and economic incentives in real-world contexts?"
"['Innovation', 'Significance and Impact', 'Relevance']","['Comparative Analysis', 'Generalizability', 'Methodological Soundness']",1CW8tTjPES,KjlLwRsiUE,ai,"This paper introduces Motion Weaver, a novel and holistic 4D-Anchored Framework designed for multi-humanoid image animation. It specifically tackles the challenges of inter-character occlusion, complex interactions, and diverse humanoid forms—issues that often cause existing single-person animation models to fail. The method utilizes a Unified Choreography Core (UCC), a Hyper-Scene Integrator (HSI), and a Hierarchical 4D Supervision (H4S) strategy, alongside contributing the MultiHuman46 dataset and DualDynamics benchmark. The results are qualitatively impressive in multi-character settings.
1.	The paper tackles the crucial and challenging problem of multi-character image animation, which current state-of-the-art methods typically cannot handle robustly due to their focus on single-person scenarios.
2.	The introduction of the MultiHuman46 dataset and the DualDynamics benchmark provides essential resources for advancing research in the multi-humanoid animation field.
1.	The proposed Motion Weaver is trained on the dedicated, multi-humanoid focused MultiHuman46 dataset. The methods chosen for comparison (e.g., RealisDance-DiT, UniAnimate-DiT, etc.) are predominantly designed and trained on single-person or general video datasets. Comparing Motion Weaver (trained on multi-person data) against baselines (trained on single-person data) on a multi-person benchmark (DualDynamics) creates a massive advantage for the proposed method. The baseline models are being tested significantly Out-of-Distribution (OOD) for the task of multi-person interaction and occlusion handling. The reported performance gain is likely inflated due to this training data mismatch.
2.	The authors must perform a fair comparison by either: a) Re-training/Fine-tuning all comparable baselines on the MultiHuman46 training set and reporting the results. This would isolate the performance difference due to the architectural design. b) Alternatively, the authors should present an ablation study where Motion Weaver is only trained on a standard, single-person dataset and then tested on the multi-person benchmark, to demonstrate the robustness of its 4D framework even without specific multi-person training data.
3.	The paper focuses almost exclusively on multi-humanoid scenarios. It is critical to demonstrate that the novel 4D-anchored components and mechanisms designed for multiple characters do not degrade performance or introduce unnecessary complexity/overhead when applied to standard, single-person animation tasks.
Please refer to Weaknesses for more details. If my concerns are solved, I am glad to raise my score."
"['Theoretical Foundation', 'Generalization and Adaptability', 'Theoretical Contributions']","['Theoretical Justification', 'Methodological Soundness', 'Comparative Analysis']",TmZnQtsAVH,WZlS3c78Lf,ai,"The paper introduces EquiReg, a plug-and-play regularization framework for diffusion-based inverse problem solver by keeping sampling trajectories close to the data manifold. It leverages Manifold-Preferential Equivariant (MPE) functions, whose equivariance error is small for on-manifold and large for off-manifold data, to penalize implausible samples. EquiReg integrates seamlessly with existing diffusion solvers across pixel, latent, and PDE domains. Experiments on diverse restoration and physical modeling tasks show effectiveness.
1. The work connects geometric deep learning (equivariance) with probabilistic sampling (diffusion) in a theoretical way.
2. The work demonstrated improvements across pixel diffusion, latent diffusion, and PDE solvers, showing strong versatility.
3 The definitions of distribution-dependent equivariance and manifold-constrained equivariance are well-motivated.
1. No formal analysis shows why equivariance error correlates with manifold distance, and the impact of the EquiReg term on sampling stability and likelihood gradients is mostly qualitative. A detailed study (e.g., trajectory visualization, convergence proofs) would strengthen understanding.
2. The framework’s success hinges on selecting a good MPE function and appropriate symmetry group, which may be non-trivial or domain-specific. The paper provides examples but lacks systematic guidelines.
3. Although the authors mention low overhead, the additional forward passes through MPE networks could be significant for high-resolution diffusion.
4. The paper compares against general diffusion baselines but omits direct comparisons to manifold-preserving or geometry-constrained approaches
5. Figures 2 could be better visualized on how equivariance loss actually affects trajectory correction.
1. Can MPE functions be learned jointly with the diffusion model instead of being pre-trained? Would that further improve alignment?
2. Whether EquiReg conflict with guidance-based conditioning (e.g., classifier-free guidance) in diffusion models?"
"['Theoretical Contributions', 'Experimental Validation', 'Relevance']","['Writing Quality', 'Novelty', 'Theoretical Justification']",Y1u6nSj1Yo,Bf6C60cqYU,ai,"This paper aims at analyzing the behavior of a class of generative models trained on limited data through the stochastic interpolation framework. It asserts that, under ideal conditions, deterministic generation exactly reproduces the training samples, while stochastic generation corresponds to the same samples perturbed by Gaussian noise. When estimation errors are introduced, the generated samples become convex combinations of training data corrupted by mixed uniform and Gaussian noise. It also proposes definitions of overfitting and underfitting specific to generative models. The theoretical discussion is supported by experiments on MNIST, CIFAR-10, and ImageNet, which are said to confirm that small training sets lead to memorization, while larger datasets yield more diverse generations. Overall, the paper positions itself as providing a theoretical explanation for memorization and generalization phenomena in generative models trained on finite datasets.
1. *Link between drift, score, and noise:* The paper explicitly relates the forms of the velocity (drift) and score functions to the type and magnitude of stochastic noise, synthesizing how Gaussian or uniform perturbations emerge in generation.
2. *Characterization of memorization:* It offers a formal description of how deterministic generation reproduces training data and how stochasticity leads to noisy versions, providing a claimed theoretical explanation of memorization phenomena in generative models.
3. *Introduction of overfitting/underfitting notions:* It discusses these regimes specifically for generative models, linking them to the size of estimation errors and to the behavior of the velocity field.
4. *Data augmentation perspective:* The paper includes technical examples and experiments showing how generated samples can act as noise-perturbed or augmented data, connecting generation quality to data availability.
5. *Conceptual contribution:* Overall, it attempts to systematize how finite-sample size, stochasticity, and model estimation errors jointly shape the generative process.
**Major Scientific Weaknesses**
1. **Poor referencing and limited contextualization:** The paper insufficiently cites the rapidly growing literature on the theoretical convergence and generalization of diffusion-based models. Several key contributions ([1]–[4]) addressing convergence under manifold hypotheses, log-concavity relaxations, and Wasserstein or KL guarantees are omitted. As a result, the theoretical positioning of this work within the broader landscape remains unclear.
2. **Redundant theoretical content:**
The connection between the drift (velocity field) and score function has already been well established in prior studies ([5]–[7], even though not cited), and some of the presented results appear to directly reproduce existing ones. In particular, Proposition 2 is an almost verbatim restatement of Corollary 2.1 in [8], without distinction regarding novelty.
3. **Questionable correctness of results:** Several claimed results seem mathematically imprecise. In particular, the reasoning in Theorem 2 is problematic: it separates the deterministic and stochastic components of an SDE despite the drift being nonlinear, which invalidates the argument under standard stochastic analysis. The claimed derivation of the Gaussian perturbation outcome therefore lacks rigor.
4. **Unrealistic assumptions:** The assumptions on boundedness and smoothness (e.g., uniform or infinite upper bounds on certain norms and distances) are overly restrictive and not justified under realistic neural network approximations. These conditions make the practical relevance of the theoretical claims doubtful.
5. **Vague definition of overfitting and underfitting:** The proposed definitions are not linked to the learning or optimization process—they are defined in terms of generative outcomes rather than training dynamics. Moreover, the chosen error structure lacks justification: it is unclear why such a specific functional form of the estimation error is meaningful or observable in practice.

**Presentation and Structural Problems**
1. **Formatting and compliance:** The manuscript seems not to follow the official ICLR template (e.g., presentation of theorems and propositions), producing an irregular and somewhat confusing layout.
2. **Frequent typographical errors:** Numerous typos and grammatical issues occur throughout (e.g., lines 78, 126, 152, 175, 190, 223, 455, 456–457). The paper clearly requires thorough proofreading and language polishing.
3. **Misleading or unclear figures:**
The toy illustrations do not convincingly relate to actual generative model behavior. It is unclear whether they stem from trained models or analytical constructions. Without methodological details, these visuals risk being pedantic and misleading rather than informative.

While the paper raises a relevant question about the behavior of generative models under finite training data, it lacks precise referencing, relies on overly strong assumptions, and reproduces known results without sufficient methodological rigor or clear novelty. Significant theoretical and presentation revisions are required before it can be considered a reliable contribution.
See weaknesses"
"['Clarity', 'Practical Application', 'Methodological Rigor']","['Novelty', 'Evaluation Metrics', 'Comparative Analysis']",vSIcUHzLZo,ynim5u2N4i,ai,"The paper introduces GenCompositor, a diffusion-transformer-based framework for generative video compositing, enabling insertion, removal, and harmonization of dynamic foreground objects within videos. The method takes as input a masked background video, a mask video, and a foreground video, along with user-defined trajectory and scale controls. The model architecture follows a  MMDiT, similar to those used in FLUX, SD3, or HunyuanVideo, with full self-attention, and includes:
- A background preservation branch to maintain scene consistency,
- A DiT fusion block, which concatenates background and foreground tokens for fusion instead of using cross-attention, and
- An Extended Rotary Position Embedding (ERoPE) to mitigate layout misalignment artifacts.

Furthermore, a new dataset, VideoComp, containing 61K video triplets, is curated for training. The qualitative results are visually strong and demonstrate convincing object insertion and harmonization, though the quantitative metrics show only modest improvements over existing methods.
- **Strong engineering effort:** The system is well-implemented and technically solid. The architecture is clean and the pipeline is carefully designed.
- **Good visual quality:** Qualitative and video results are impressive, showing smooth motion and coherent integration of foreground and background.
- **Clear writing and presentation:** The paper is well-organized, easy to follow, and supported by clear figures and a detailed video presentation.
- **Practical relevance:** The task aligns well with real-world video editing workflows and could be useful for production or creative pipelines.
1. **Limited conceptual novelty**: 
    - The core components are incremental modifications of existing DiT architectures.
    - The background preservation branch resembles ControlNet-style conditioning, which is also stated in the paper.
    - ERoPE is a simple positional embedding shift; while useful, it is not conceptually innovative.
Overall, the work feels like a strong system-level integration rather than a conceptual contribution.

2. **Inadequate quantitative evaluation**:
    - The paper reports only frame-level metrics (PSNR, SSIM, LPIPS, CLIP). These are not sufficient for video generation; video-level metrics such as FVD or KVD are missing.
    - Quantitative improvements are relatively small, making it difficult to assess significance.

3. **Weak baseline comparisons**:
    - The compared baselines (Harmonizer, VideoTripletTransformer) are both video harmonization methods, not true generative compositing or conditional video generation systems.
    - DynVFX can be used for comparisons. Although it cannot add directly the reference objects, it can add objects through text-prompts, which will also strengthen the paper's results.

4. **Dataset concerns**:
    - The construction of the new VideoComp dataset is clearly described, combining 409K source videos into 61K compositing triplets via a semi-automatic pipeline (SAM2 + CogVLM + Qwen). While this is a solid contribution, the paper provides limited analysis of dataset characteristics such as category diversity, motion distribution, or domain coverage, which limits understanding of how well the dataset covers diverse motion and scene types. Including a brief quantitative summary would strengthen this part.

5. **Conceptual framing and scope**:
    - The paper frames generative video compositing as a new task, but it heavily overlaps with existing controllable video generation and video inpainting setups.
- The results without the fusion block are much worse. Could this be due to the limited representational power of the VAE encoder? I would like to see additional results where a stronger feature extractor, such as DINO or CLIP, is used for the cross-attention variant, as this could provide more meaningful semantic conditioning.
- The model depends strongly on mask and trajectory inputs. How flexible is it when these are imprecise or unavailable? Can it generalize to more unconstrained compositional setups?
- How well does it handle multiple objects or occlusion? 
- The paper mentions luminance augmentation for harmonization. Is it sufficient for handling complex illumination changes, or does it fail in extreme lighting conditions?"
"['Methodological Rigor', 'Comprehensive Evaluation', 'Clarity']","['Novelty', 'Innovation', 'Theoretical Contributions']",qLrWysgc77,cpc63YrVWN,ai,"This paper proposes a joint diffusion model for RNA sequence–structure co-design, embedding the pre-trained RoseTTAFold2NA as a denoiser within dual diffusion processes: a discrete diffusion for RNA sequences and an SE(3)-equivariant diffusion for 3D structures. The method enables simultaneous generation of sequences and structures and supports conditional tasks such as RNA–protein complex or protein-conditioned RNA design. Experiments show solid improvements over previous RNA-specific diffusion or flow models trained from scratch, demonstrating that leveraging pre-trained structural priors can improve sample efficiency and accuracy in data-scarce RNA settings.
The work is technically sound and well-executed, with clear formulation and comprehensive evaluation. Integrating pre-trained structural knowledge from RoseTTAFold2NA into a joint diffusion framework is a reasonable and effective strategy for improving RNA generative design. The paper is well-written, the methodology is consistent with recent trends in biomolecular generation, and the results are convincing and reproducible. Overall, the paper completes a meaningful and well-defined task without major flaws.
The novelty of the approach is limited. The overall framework closely parallels prior work in protein design, particularly “Generative Flows on Discrete State-Spaces: Enabling Multimodal Flows with Applications to Protein Co-Design”, which introduced a similar idea of coupling discrete and continuous generative processes for sequence–structure modeling. The current paper largely adapts this concept to the RNA setting, without introducing substantial methodological innovation or theoretical insight beyond that extension. While the adaptation is meaningful, the contribution is incremental rather than conceptually new.
None"
"['Innovation', 'Modularity and Flexibility', 'Generalization and Adaptability']","['Computational Efficiency', 'Theoretical Justification', 'Scalability']",wsHyJx0zBQ,3fIBwnz4Tf,ai,"This paper presents *FlexTraj*, a unified framework for image-to-video generation that introduces flexible point trajectory control. The method encodes motion as a set of annotated 3D points—each carrying segmentation, trajectory, and optional color attributes—enabling both dense and sparse motion control. A core contribution lies in its *efficient sequence-concatenation* scheme for condition injection, which improves controllability and supports unaligned conditions. The authors further propose a density and alignment *annealing training* strategy, allowing the model to generalize from dense aligned conditions to sparse and unaligned scenarios. Experiments demonstrate consistent improvements in motion controllability and visual quality over a wide range of baselines.
1. Provides a **comprehensive and unified** approach to motion control across multiple levels of granularity (dense, sparse, unaligned).  

2. The **point-based representation** is elegant and general, bridging various types of control signals in a compact and interpretable form.  

3. The **efficient sequence-concatenation mechanism** is well-motivated and empirically validated, offering practical benefits in training stability and inference speed.  

4. The **annealing curriculum** for handling condition sparsity and misalignment is a thoughtful design and contributes to strong robustness.
1. The framework seems **computationally heavy**, and real-time feasibility or scalability to longer sequences is not discussed.  

2.  Occasional lack of **theoretical depth**—most claims are empirically observed without deeper analysis (e.g., why sequence concatenation generalizes better).  

3. Computational overhead is mentioned briefly, but training efficiency and inference scalability deserve more quantitative reporting to assess practical feasibility.
See Weakness"
"['Innovation', 'Comprehensive Evaluation', 'Generalization and Adaptability']","['Computational Efficiency', 'Scalability', 'Methodological Soundness']",GO8PxghXkb,lRQCpF1paA,ai,"This paper proposes a novel inference-time guidance strategy called Variational Mode-Seeking Loss for solving inverse problems using pre-trained unconditional diffusion models. The core idea is to minimize the reverse KL divergence at each reverse diffusion step, which encourages the intermediate sample $\mathbf{x}_t$ to converge toward the Maximum a Posteriori estimate as $t \to 0$. The authors derive a closed-form expression for VML in the case of linear inverse problems and propose a simplified version $VML_S$ by omitting higher-order covariance terms. They also introduce a preconditioner to handle ill-conditioned linear operators. Extensive experiments on image restoration tasks (inpainting, super-resolution, deblurring) across multiple datasets demonstrate that and its preconditioned variant outperform existing methods in terms of LPIPS and FID metrics, often with lower computational cost.
- **Originality:** The formulation of VML as a mode-seeking loss is novel and well-motivated from a variational perspective.
- **Empirical Validation:** Extensive experiments on multiple tasks and datasets show consistent improvements in both perceptual quality (LPIPS) and sample fidelity (FID).
- **Generality:** The method is extended to latent diffusion models, showing promise beyond pixel-space models.
- **Complexity:** Although the simplified VML is used, the gradient computation still requires Jacobians of the denoiser, which can be computationally expensive, especially for high-resolution images or complex degradation operators.
- **Limited Non-Linear Extension:** The extension to non-linear inverse problems (via LDMs) is preliminary and suffers from optimization challenges due to the non-linearity of the decoder.
1. In Equation (8), the term $(1 - \Sigma^+ \Sigma)$ uses ""1"" instead of the identity matrix $\mathbf{I}$. Is this a typo, or is it meant to be a scalar or broadcasted operation? Clarification is needed.
2. The optimization of $D_{\text{KL}}(p(\mathbf{x}_0|\mathbf{x}_t) \| p(\mathbf{x}_0|\mathbf{y}))$ is non-convex and may not guarantee convergence to the true MAP. How does the authors' gradient-based optimizer handle local minima, especially in early reverse steps?
3. The preconditioner requires SVD of $\mathbf{H}$, which may be infeasible for very large or non-linear operators. Are there scalable alternatives for such cases?"
"['Practical Application', 'Efficiency', 'Comprehensive Evaluation']","['Scalability', 'Comparative Analysis', 'Theoretical Justification']",I0vwZwN1fl,tubF5vyrQ0,ai,"The paper proposes VUGEN, a two-stage approach to equip a unified VLM with image generation by directly leveraging its native visual understanding features. Stage 1 learns a dimension reducer g that projects the high-dimensional understanding embeddings z from the VLM’s vision encoder into a reduced, tractable space ˜Z optimized jointly with a pixel decoder d (either a finetuned LDM or a lightweight pixel-space diffusion decoder, PDD). Stage 2 freezes g and trains a generative head (Mixture-of-Transformers tower) via rectified flow matching to sample ˜z ∼ P(˜z|c), then decodes to pixels x via d(˜z). The key idea is to align generation with the model’s understanding priors, avoiding representation mismatch from separate (VQ-)VAE tokenizers and the complexity of bridging to external diffusion models.

  Empirically, VUGEN improves prompt-following and fidelity on COCO (models trained on StockMix): DPG-Bench 71.17→74.32 and FID 11.86→9.06 vs. a REPA-aligned decoupled baseline; and outperforms baselines trained on ImageNet (FID 5.40→4.15, Density/Coverage up). Ablations show: (i) directly generating in Z is hard; a jointly learned reducer outperforms PCA; (ii) pixel-space diffusion decoder (PDD) achieves comparable reconstructions to LDM but with far fewer params (48M vs. 794M) and higher throughput; (iii) a reduction ratio r≈16 balances generative tractability and decoding difficulty. Understanding performance is preserved at base VLM levels (Table 3).
- Clear, well-motivated design: samples in a reduced version of the VLM’s understanding space, preserving alignment between understanding and generation; strong rationale and ablations (PCA vs. learned reducer; r trade-off).
- Competitive results with careful baselines sharing architecture/data/training: improves FID/DPG/GenEval across StockMix→COCO and ImageNet settings; analysis over guidance scale clarifies realism–consistency trade-offs.
- Practical decoder findings: pixel-space diffusion decoder rivals LDM while being far smaller and faster; avoids dependence on VAE latents, reducing complexity.
- Preserves understanding: retains PLM-1B’s comprehension performance; shows a path to unified MLLMs without decoupled vision tokenizers.
- Data provenance and comparability: the main training uses a mixed StockMix (YFCC100M, CC12M, and a proprietary S320M recaptioned with Florence-2). While baselines share this setup, cross-paper comparability is limited; clearer licensing/availability statements for S320M would help.
- Limited scope of understanding preservation: while Table 3 suggests parity on standard benchmarks, it would be useful to test for regressions in more fine-grained or long-context visual reasoning after generative training, especially under higher r.
- Generative scaling and distribution shift: results are at 256×256; how do trends hold at higher resolution and for out-of-domain prompts? Also, how stable is training when swapping in different base VLM encoders (e.g., DINOv2 or SigLIP variants)?
- Theoretical underpinnings: the choice of rectified flow matching is reasonable; adding a brief justification vs. diffusion loss and showing a small apples-to-apples comparison would strengthen claims of sample efficiency.
- Decoder choice vs. alignment: PDD and LDM are “similar” in reconstructions; however, prompt alignment (DPG/GenEval) contributions per component (reducer vs. generator vs. decoder) could be clarified via controlled ablations.
- Does training the reducer jointly with PDD ever reduce understanding robustness? Can you report pre/post shifts on more challenging understanding tasks (e.g., MMMU categories requiring fine localization)?
- How sensitive are results to r and g’s architecture across datasets? Is there a principled way (e.g., information bottleneck or spectral metrics) to set r per vision encoder?
- Could you show a small table isolating “generate-in-Z” vs. “generate-in-˜Z” under the same compute, to quantify the tractability gap, beyond anecdotal FID>200?
- For external comparability: do you have COCO metrics when training only on public data (e.g., YFCC100M+CC12M without S320M), to contextualize gains relative to models trained purely on public datasets?
- PDD details: you mention distillation to a single-step decoder; can you quantify speedups at sample time for end-to-end T2I, not just reconstruction throughput?"
"['Efficiency', 'Experimental Validation', 'Simplicity and Accessibility']","['Evaluation Metrics', 'Methodological Soundness', 'Writing Quality']",ODYxATiGFf,W2NINfoVtN,ai,"The paper proposes Value Sign Flip (VSF), a lightweight, training-free negative-guidance method for few-step diffusion/flow models that flips the sign of negative-prompt value vectors inside attention. For cross-attention models VSF concatenates positive/negative keys/values and applies a \alpha scaling to the negative values; for MMDiT-style models (e.g., SD 3.5 Turbo, FLUX Schnell) it further duplicates the negative tokens and masks attention paths so only image -> negative interactions are affected, optionally adding a bias to stabilize quality. VSF adapts token-, layer- and step-wise, aiming to avoid oversaturation and “mixing” failures seen when forcing CFG or using fixed-strength attention methods like NASA and NAG. On a new negation benchmark (NegGenBench) built from challenging positive/negative prompt pairs, VSF improves negative adherence while keeping quality and positive adherence competitive, and runs in ~3 s with few steps; human and MLLM-based evaluations broadly agree with these trends.
- The proposed VSF is simple and plug-and-play. And it does not include many runtime overhead.
- It performs better than baseline methods on the collected benchmarks. It achieves better negative-prompt compliance at similar quality vs. NAG/NASA and even CFG (multi-step) in reported settings. The visualization results look visually good.
- Clear ablations/trade-offs (α, β, masking/duplication, Whole-Embedding Flip)
- Evaluation relies heavily on MLLM judges (LLaMA/Qwen variants) for pos/neg/quality scoring; such metrics can be biased or insensitive to artifacts, and the dataset/hyperparameters are author-curated. 
- Some quality trade-offs remain at higher negative strength; masking/bias choices introduce extra knobs and implementation complexity in MMDiT stacks. 

Writing:
-  Figure 3, 5, 6 is too small, could be scaled up for better organization.
see weaknesses"
